Time,Condition,Gate,TOF,Extinction,Green
T0,Low +,R5,1469,1986,169
T0,Low +,R5,1654,2031,230
T0,Low +,R5,2479,2199,398
T0,Low +,R5,1706,1841,195
T0,Low +,R5,2039,1710,330
T0,Low +,R5,1613,2287,343
T0,Low +,R5,2646,1656,236
T0,Low +,R5,1846,2510,420
T0,Low +,R5,2523,1857,101
T0,Low +,R5,1475,937,381
T24,Low +,R4,2247,2420,1020
T24,Low +,R5,1995,2381,338
T24,Low +,R5,2075,2464,141
T24,Low +,R4,1378,1655,1208
T24,Low +,R2,1468,2242,460
T24,Low +,R4,1502,1994,1535
T24,Low +,R5,2008,2454,305
T24,Low +,R2,1987,2534,822
T24,Low +,R5,1965,2840,347
T24,Low +,R4,2434,2988,1188
T24,Low +,R5,1680,2210,230
T24,Low +,R4,1677,2175,2529
T24,Low +,R5,2352,3277,149
T24,Low +,R4,1795,2444,1306
T24,Low +,R4,2120,2565,2766
T24,Low +,R4,1402,1946,915
T24,Low +,R5,2014,2451,153
T24,Low +,R2,1539,2239,461
T24,Low +,R4,1877,2029,1088
T24,Low +,R5,2160,2912,464
T24,Low +,R4,2192,2800,3444
T24,Low +,R4,1302,1762,828
T24,Low +,R5,2375,3323,309
T24,Low +,R5,2055,2814,290
T24,Low +,R5,1588,1860,129
T24,Low +,R4,2076,2339,1359
T24,Low +,R4,1810,1702,2130
T24,Low +,R4,1633,2378,1885
T24,Low +,R4,1631,2345,1484
T24,Low +,R4,1900,2204,1279
T24,Low +,R2,2227,2947,608
T24,Low +,R5,1478,1670,151
T24,Low +,R4,1910,2504,2691
T24,Low +,R4,1813,2352,915
T24,Low +,R5,1923,2457,474
T24,Low +,R5,2193,2020,133
T24,Low +,R5,1693,1923,455
T24,Low +,R5,2126,2465,239
T24,Low +,R2,2077,2362,716
T24,Low +,R4,1554,2213,1987
T24,Low +,R4,2164,2912,1418
T24,Low +,R5,1916,2530,60.9
T24,Low +,R5,1709,2449,109
T24,Low +,R5,1877,2712,411
T24,Low +,R4,1836,2079,1419
T24,Low +,R5,2137,2553,221
T24,Low +,R4,1957,2311,988
T24,Low +,R4,2046,2607,2217
T24,Low +,R4,1625,2092,888
T24,Low +,R4,2044,2739,3515
T24,Low +,R5,1699,2215,281
T24,Low +,R4,1903,1970,1211
T24,Low +,R5,1879,2168,425
T24,Low +,R2,2036,2844,775
T24,Low +,R5,2048,2387,478
T24,Low +,R4,2153,2791,1874
T24,Low +,R5,1906,2099,117
T24,Low +,R5,1884,2687,165
T24,Low +,R4,1835,2538,1967
T24,Low +,R4,1796,2268,2171
T24,Low +,R5,2333,2288,108
T24,Low +,R5,2061,2980,361
T24,Low +,R2,1697,2344,560
T24,Low +,R5,1942,2387,123
T24,Low +,R2,1898,2131,538
T24,Low +,R5,2038,2483,440
T24,Low +,R5,1976,2416,108
T24,Low +,R5,2286,2504,277
T24,Low +,R2,1672,1624,857
T24,Low +,R4,1780,2599,1158
T24,Low +,R5,2080,2413,203
T24,Low +,R5,1362,1704,183
T24,Low +,R2,1939,2174,685
T24,Low +,R2,2158,3252,713
T24,Low +,R5,1907,2437,60.3
T24,Low +,R5,1763,2050,242
T24,Low +,R4,2158,2776,1097
T24,Low +,R2,2247,2812,753
T24,Low +,R4,2099,2906,1374
T24,Low +,R5,1942,2251,61.3
T24,Low +,R5,1596,2346,215
T24,Low +,R5,2399,2998,204
T24,Low +,R5,1599,1867,446
T24,Low +,R5,1774,2290,100
T24,Low +,R4,1853,2256,2945
T24,Low +,R4,1626,2142,1150
T24,Low +,R5,1814,2319,96.3
T24,Low +,R5,1496,2160,336
T24,Low +,R5,2147,1949,507
T24,Low +,R5,2058,2368,245
T24,Low +,R3,1357,1822,34.3
T24,Low +,R5,1464,1815,191
T24,Low +,R5,2624,2714,485
T24,Low +,R5,2341,3082,256
T24,Low +,R5,2323,2506,153
T24,Low +,R5,2118,2152,255
T24,Low +,R5,2246,3009,149
T24,Low +,R4,2244,2759,1139
T24,Low +,R5,2172,2121,59.8
T24,Low +,R2,2712,2852,1092
T24,Low +,R4,1728,2247,954
T24,Low +,R4,2782,3408,1165
T24,Low +,R5,2265,2615,164
T24,Low +,R5,1778,2135,129
T24,Low +,R5,1887,1969,321
T24,Low +,R5,2059,2631,151
T24,Low +,R5,1862,2460,187
T24,Low +,R5,1909,2039,77.6
T24,Low +,R5,2031,2635,166
T24,Low +,R5,1872,2372,194
T48,Low +,R4,2014,2353,3155
T48,Low +,R2,2022,2452,568
T48,Low +,R5,1813,2542,68.7
T48,Low +,R5,1783,2541,360
T48,Low +,R4,1542,1964,1655
T48,Low +,R5,1565,2491,303
T48,Low +,R5,1295,1959,174
T48,Low +,R5,1838,1819,276
T48,Low +,R4,2081,2531,2304
T48,Low +,R4,2284,3674,4038
T48,Low +,R4,1455,2135,2675
T48,Low +,R4,1828,1950,3150
T48,Low +,R5,1838,2358,286
T48,Low +,R4,1410,2063,2283
T48,Low +,R4,1658,2138,2493
T48,Low +,R4,2698,3662,4685
T48,Low +,R4,2000,2314,1034
T48,Low +,R5,1689,2253,169
T48,Low +,R4,2532,3351,1263
T48,Low +,R5,1870,2439,274
T48,Low +,R5,2137,3032,444
T48,Low +,R5,2148,2687,305
T48,Low +,R2,1276,2056,2467
T48,Low +,R2,1933,2165,496
T48,Low +,R2,1713,2412,608
T48,Low +,R5,1766,2329,47.7
T48,Low +,R2,1957,2673,540
T48,Low +,R4,2529,3514,4245
T48,Low +,R4,1793,1921,2807
T48,Low +,R2,1694,2540,645
T48,Low +,R4,1907,2881,3410
T48,Low +,R4,1872,2343,2946
T48,Low +,R4,1329,1549,1761
T48,Low +,R5,2139,2165,194
T48,Low +,R5,2263,2907,365
T48,Low +,R5,2154,2416,343
T48,Low +,R5,1908,2027,181
T48,Low +,R4,1620,1881,2821
T48,Low +,R4,2298,2448,1843
T48,Low +,R4,1976,2726,3541
T48,Low +,R5,1892,2349,323
T48,Low +,R4,1984,2464,3210
T48,Low +,R5,1710,2214,195
T48,Low +,R4,1912,2634,3449
T48,Low +,R4,2190,2470,3209
T48,Low +,R5,2270,2505,534
T48,Low +,R4,1554,2232,2937
T48,Low +,R5,2226,2519,299
T48,Low +,R5,1652,2266,215
T48,Low +,R4,1895,2240,1393
T48,Low +,R5,1492,1877,237
T48,Low +,R4,1689,2371,2582
T48,Low +,R2,1701,2483,506
T48,Low +,R4,1639,2156,1803
T48,Low +,R5,2170,1801,197
